"","astrocytes","endo_mural","eNeuron","iNeuron","microglia","Olig"
"92",0.110854849166913,0.148070521615693,0.356942917311761,0.1173206599765,0.0692799577245542,0.197531094204578
"93",0.111694114011606,0.144595934216795,0.356697531168136,0.113591753110386,0.0741314824932818,0.199289184999795
"94",0.12129566832049,0.151754697670487,0.3472712684716,0.117803505834419,0.0746978885420058,0.187176971160998
"95",0.1156374697558,0.150539954571227,0.341444445370221,0.105767146165686,0.0732954887798374,0.213315495357229
"96",0.114330820272705,0.160767394674768,0.360664786093366,0.0954383927524249,0.0788355201083534,0.189963086098383
"97",0.120500894852954,0.146629900900315,0.375132641810571,0.105211153283105,0.0633231758618298,0.189202233291226
"101",0.135703930650077,0.157257754882164,0.325145667200622,0.101995402440288,0.0732999039424183,0.206597340884431
"102",0.110121284088917,0.146736094014843,0.324583057491877,0.110214552005768,0.0718545814789783,0.236490430919616
"103",0.114269966699298,0.138535242604377,0.331342666001218,0.10382192185958,0.0763522595740242,0.235677943261503
"104",0.207158564980513,0.190985928097685,0.253838718642633,0.093473604428182,0.075852441573633,0.178690742277355
"109",0.140528141801915,0.135168120719891,0.234728415157509,0.0768920438172915,0.0541683007113846,0.358514977792009
"110",0.126249231837919,0.157514878364975,0.19909484989598,0.0865968934760514,0.0779937734007515,0.352550373024324
